_id,userId,accountId,amount,currency,type,category,description,occuredAt
"{""$oid"": ""643eddb2bb9921bf5bf140a1""}","{""$oid"": ""a8b1bb53d1127dbe883b454e""}","{""$oid"": ""d76bd2a0989ea8ec9b172f46""}",735.55,TRY,expense,Ulaşım,HGS/OGS,"{""$date"": ""2025-12-13T19:05:08.014000Z""}"
"{""$oid"": ""6e530bafe9204f73a1ea543c""}","{""$oid"": ""a1d6821e5b054b2617b0f72f""}","{""$oid"": ""e1eb62cc09f26eeeee32303d""}",1656.23,TRY,expense,Alışveriş,Hepsiburada,"{""$date"": ""2025-11-07T11:45:08.014000Z""}"
"{""$oid"": ""2d7ed17e3a3f41658184aa56""}","{""$oid"": ""a7ebc6ea57cbdd1e94491cf0""}","{""$oid"": ""335eddd5b2162919636ccd16""}",3336.12,EUR,income,Maaş,Prim,"{""$date"": ""2025-11-29T04:15:08.014000Z""}"
"{""$oid"": ""8e78fd6e55bcbe9626dbc70d""}","{""$oid"": ""66d27677c70e1a4d43cebd5d""}","{""$oid"": ""bcff6e4fc1080faadc6f4172""}",1561.98,EUR,income,Maaş,Ek gelir,"{""$date"": ""2025-11-29T12:57:08.014000Z""}"
"{""$oid"": ""64a52d824efc953a5902f874""}","{""$oid"": ""5e2eb3b69878b03354f82960""}","{""$oid"": ""eca85f36bdaaeae581243121""}",2896.27,USD,income,Maaş,Ek gelir,"{""$date"": ""2025-11-13T03:12:08.014000Z""}"
"{""$oid"": ""43c1dd45943923dc9c7d06be""}","{""$oid"": ""281c0b39b799e091444f6181""}","{""$oid"": ""99d953b426654fdd8681437b""}",2837.51,TRY,expense,Alışveriş,Decathlon,"{""$date"": ""2025-11-21T07:02:08.014000Z""}"
"{""$oid"": ""8fa95de2b39a244e184b03d0""}","{""$oid"": ""1ea60e24254e512ad1d98f0f""}","{""$oid"": ""372c1639f382d0f8ee24088b""}",582.28,TRY,expense,Ulaşım,Taksi,"{""$date"": ""2025-11-18T04:41:08.014000Z""}"
"{""$oid"": ""adacec549438679230f0c49e""}","{""$oid"": ""281c0b39b799e091444f6181""}","{""$oid"": ""043c43be39b12b1a34d9a625""}",2736.14,TRY,income,Transfer,Para transferi,"{""$date"": ""2025-12-24T08:40:08.014000Z""}"
"{""$oid"": ""2b9c2335381b6a9a2fc395f1""}","{""$oid"": ""4107eb402f6ec92253540a81""}","{""$oid"": ""70919dc0c12172605fbeeb54""}",4238.71,EUR,expense,Yemek,Kahve,"{""$date"": ""2025-11-09T18:47:08.014000Z""}"
"{""$oid"": ""079dd92f15b2bf8cf0d633b1""}","{""$oid"": ""44fde454fb7a712f19f94b83""}","{""$oid"": ""61deeb75d67a645a245fa6a1""}",1979.79,USD,expense,Faturalar,Su faturası,"{""$date"": ""2025-11-16T03:40:08.014000Z""}"
"{""$oid"": ""c66371846fecd358c094d8ef""}","{""$oid"": ""0d15054f3b4af699b1c0603c""}","{""$oid"": ""e3e500ddd65d45d78bfa4404""}",4487.13,USD,expense,Ulaşım,Otopark,"{""$date"": ""2025-12-05T00:29:08.014000Z""}"
"{""$oid"": ""77990c0d7c5eaa8e3e77ce80""}","{""$oid"": ""77e0e95abb061c49ab2483c3""}","{""$oid"": ""f32f68b0aae3f62e6d4a204c""}",1961.27,TRY,income,Transfer,Para transferi,"{""$date"": ""2025-10-29T15:23:08.014000Z""}"
"{""$oid"": ""05e7e37005db3cdc1655b65a""}","{""$oid"": ""64c72857f4de03894ccd35d8""}","{""$oid"": ""4576fa6e23e50eee6a226a15""}",2465.05,USD,expense,Ulaşım,Yakıt,"{""$date"": ""2025-11-12T18:06:08.014000Z""}"
"{""$oid"": ""dac80e4c70161c7ae4dc4f03""}","{""$oid"": ""6db1f78decd18d325a6fcf19""}","{""$oid"": ""4bf9077ff96a57395ed8847c""}",3489.6,USD,expense,Faturalar,İnternet faturası,"{""$date"": ""2025-12-11T13:08:08.014000Z""}"
"{""$oid"": ""dc401a8e0c4eec1f9a663ea7""}","{""$oid"": ""a86e236d6d582456067fd225""}","{""$oid"": ""74fcf0c75ad20d11cbe1280d""}",4690.56,USD,expense,Alışveriş,Hepsiburada,"{""$date"": ""2025-12-11T23:25:08.014000Z""}"
"{""$oid"": ""bf4f225e11589b5ecbc91339""}","{""$oid"": ""702d7b875181abc377ff1f22""}","{""$oid"": ""5d7cb218bbd5515e1d01b90a""}",1823.89,EUR,expense,Yemek,Fast food,"{""$date"": ""2025-11-26T02:46:08.014000Z""}"
"{""$oid"": ""4710bfa2992086ae616f415f""}","{""$oid"": ""90b84a284efdf5f361bb5f00""}","{""$oid"": ""d473ca41e1586ca95946062f""}",3035.7,USD,expense,Alışveriş,Decathlon,"{""$date"": ""2025-11-22T09:04:08.014000Z""}"
"{""$oid"": ""a97524247cf7d2199330d3ee""}","{""$oid"": ""dfd05de1212b9b197a954d73""}","{""$oid"": ""c6c5cefe98fb6f56b7fd3075""}",4834.34,EUR,income,Transfer,Para transferi,"{""$date"": ""2025-11-04T16:01:08.014000Z""}"
"{""$oid"": ""a0555fc962755614dbf3498a""}","{""$oid"": ""c10c92fdb21a4596eaaf15db""}","{""$oid"": ""125319753b85bcf7923d98c4""}",2515.73,TRY,expense,Yemek,Kahve,"{""$date"": ""2025-12-04T16:48:08.014000Z""}"
"{""$oid"": ""1db4fda9ec23a9a5c205ecc0""}","{""$oid"": ""ec42c3b2f1af27aeacaf87c6""}","{""$oid"": ""a1baaba839538da1d577f6aa""}",3158.58,EUR,expense,Eğlence,Etkinlik bileti,"{""$date"": ""2025-11-19T05:39:08.014000Z""}"
"{""$oid"": ""ebdd5401859e331be8b68c29""}","{""$oid"": ""f38f6eb23c77888777226fc9""}","{""$oid"": ""836ccde4d1da9817b92a2226""}",317.52,TRY,expense,Market,CarrefourSA,"{""$date"": ""2025-12-10T09:09:08.014000Z""}"
"{""$oid"": ""c71dc0233389324e1d3a2856""}","{""$oid"": ""d7d2508b23f665625f9bd0a2""}","{""$oid"": ""11e2e49485027e3d4bb77170""}",2659.31,USD,expense,Sağlık,Özel sağlık sigortası,"{""$date"": ""2025-11-05T11:19:08.014000Z""}"
"{""$oid"": ""a4c12973a83d87429239be71""}","{""$oid"": ""ca20c013fb6501d44ed50aac""}","{""$oid"": ""ecbcaccbf8b85433afde5928""}",1569.87,EUR,expense,Alışveriş,Amazon,"{""$date"": ""2025-11-08T21:31:08.014000Z""}"
"{""$oid"": ""e7705bed538874fa84295bed""}","{""$oid"": ""dcd9b5f1415b272404765622""}","{""$oid"": ""b2e22b324668e40d21b6dc34""}",1532.74,USD,expense,Sağlık,Diş,"{""$date"": ""2025-12-05T09:50:08.014000Z""}"
"{""$oid"": ""27259d2faa29bc9d87d33d58""}","{""$oid"": ""7491f0b431e466076f93ce3d""}","{""$oid"": ""475ebaca36c180b72b091655""}",1907.45,EUR,expense,Market,Macrocenter,"{""$date"": ""2025-11-30T13:21:08.014000Z""}"
"{""$oid"": ""ac6c4c80f0a87bb4af0f2098""}","{""$oid"": ""dbcc16c8aebb46ce119b7e3f""}","{""$oid"": ""3f0f95f38bb4f6e193a8a94c""}",1231.77,USD,expense,Market,Migros,"{""$date"": ""2025-11-18T03:59:08.014000Z""}"
"{""$oid"": ""bfa8faf0dd1e6e06239c58a9""}","{""$oid"": ""bc6d892adab9bf09fc155ce9""}","{""$oid"": ""335395fcf274d5947fd3265a""}",3009.74,TRY,expense,Eğlence,Konser,"{""$date"": ""2025-11-26T01:53:08.014000Z""}"
"{""$oid"": ""584eead2aa365e92e69613a0""}","{""$oid"": ""0e0ccab0e0305f872a3aa6ca""}","{""$oid"": ""3315857984a8ac70a448b729""}",3547.21,EUR,expense,Ulaşım,HGS/OGS,"{""$date"": ""2025-11-28T20:49:08.014000Z""}"
"{""$oid"": ""776b99fc32aff16c10f54b75""}","{""$oid"": ""3a34d72f7ea183d09a99ff47""}","{""$oid"": ""4212284656440c92366f2b1e""}",621.92,EUR,expense,Alışveriş,Trendyol,"{""$date"": ""2025-12-17T15:03:08.014000Z""}"
"{""$oid"": ""aea7d8875d356f2065abb4a3""}","{""$oid"": ""5e2eb3b69878b03354f82960""}","{""$oid"": ""da773948a2c4486d48c6b39b""}",604.36,TRY,expense,Ulaşım,Otopark,"{""$date"": ""2025-10-29T07:01:08.014000Z""}"
"{""$oid"": ""d8ffaf95afbd0a1a45d172bc""}","{""$oid"": ""06eb6c35cd67adbd55693116""}","{""$oid"": ""56340605d209737c6f67d99f""}",3648.88,TRY,expense,Market,Şok,"{""$date"": ""2025-12-20T21:35:08.014000Z""}"
"{""$oid"": ""b0e1c88ae77d860fad250f01""}","{""$oid"": ""88371a0c2965e1666ad6f6f2""}","{""$oid"": ""007f322429ebc19082e5932b""}",3333.94,TRY,expense,Ulaşım,Taksi,"{""$date"": ""2025-11-26T07:49:08.014000Z""}"
"{""$oid"": ""5b328ba5eb1c6c26dfc7975c""}","{""$oid"": ""18dc9e80d4f7459c743922db""}","{""$oid"": ""83739cb70368162a348e8ae6""}",897.12,USD,expense,Diğer,Bağış,"{""$date"": ""2025-11-04T16:52:08.014000Z""}"
"{""$oid"": ""833d5f91dc36795442a2c43f""}","{""$oid"": ""1dca75cf82ceb498371147dc""}","{""$oid"": ""e9c57468a4ff1ad60a212d7c""}",872.67,TRY,expense,Ulaşım,Otopark,"{""$date"": ""2025-11-23T10:59:08.014000Z""}"
"{""$oid"": ""d0676b310c882713cf3c28e8""}","{""$oid"": ""dad139f5f7de5046526a7b75""}","{""$oid"": ""c7d1d89541564177ac91f904""}",1655.75,USD,expense,Alışveriş,Kıyafet alışverişi,"{""$date"": ""2025-11-29T02:51:08.014000Z""}"
"{""$oid"": ""c52269433d5c49667d72cd1a""}","{""$oid"": ""f38f6eb23c77888777226fc9""}","{""$oid"": ""836ccde4d1da9817b92a2226""}",2796.72,TRY,expense,Alışveriş,Kıyafet alışverişi,"{""$date"": ""2025-11-03T14:27:08.014000Z""}"
"{""$oid"": ""03e3ca4baff315c8f4878066""}","{""$oid"": ""5e79bf3c3bdada5872fa8fcb""}","{""$oid"": ""a4d85f6fe8893bb85772ee7d""}",4990.83,USD,expense,Yemek,Paket servis,"{""$date"": ""2025-12-09T01:46:08.014000Z""}"
"{""$oid"": ""11c3e93547f4b9d65a30e4c7""}","{""$oid"": ""e5ecab85c44647b1b28418c4""}","{""$oid"": ""43b288a423431fbf6cbfae79""}",3666.13,EUR,expense,Transfer,Para transferi,"{""$date"": ""2025-11-05T16:41:08.014000Z""}"
"{""$oid"": ""49803b76f31ba5fbea8a7f01""}","{""$oid"": ""d82fca2682b433fd6e792592""}","{""$oid"": ""9da09644e1f9494e281562af""}",2387.94,TRY,expense,Eğlence,Etkinlik bileti,"{""$date"": ""2025-12-22T03:03:08.014000Z""}"
"{""$oid"": ""7e427c3cdabece4fa97bdc79""}","{""$oid"": ""a1ca60b4bf21944db35e52b1""}","{""$oid"": ""7c9499e1528cac9675b8dfe9""}",4072.5,USD,expense,Ulaşım,Taksi,"{""$date"": ""2025-11-29T03:14:08.014000Z""}"
"{""$oid"": ""3d99e7268d9ea1ca475e483e""}","{""$oid"": ""4380c301f0efee07b9faf0e7""}","{""$oid"": ""055ecf6990643d5897387b6b""}",4304.3,EUR,income,Transfer,Para transferi,"{""$date"": ""2025-10-27T02:04:08.014000Z""}"
"{""$oid"": ""ef14e9d7bc240bd8f9684116""}","{""$oid"": ""72319c93225f3f0ae9e05f44""}","{""$oid"": ""e728d9181156267769c02144""}",357.55,USD,expense,Eğlence,Sinema,"{""$date"": ""2025-12-07T21:02:08.014000Z""}"
"{""$oid"": ""9fbd2e6dea827d9bda3f948e""}","{""$oid"": ""8873b1a2eaaa8aba6efce5f5""}","{""$oid"": ""d236e82be7ee5aed1f81acec""}",500.17,USD,income,Maaş,Maaş ödemesi,"{""$date"": ""2025-11-07T23:31:08.014000Z""}"
"{""$oid"": ""ca5e52632986808dfb342586""}","{""$oid"": ""4380c301f0efee07b9faf0e7""}","{""$oid"": ""6b1cdd5046c0e7238b47e698""}",3202.74,TRY,expense,Diğer,Nakit çekim,"{""$date"": ""2025-11-16T16:42:08.014000Z""}"
"{""$oid"": ""7e89c1f454c8f656c1e4301c""}","{""$oid"": ""8aa3c914a0b94a47b2f65103""}","{""$oid"": ""079ea22a3471905392c7d52c""}",2982.3,USD,expense,Sağlık,Diş,"{""$date"": ""2025-12-05T20:55:08.014000Z""}"
"{""$oid"": ""8f21e1ef01efec4de7cd465a""}","{""$oid"": ""300cf83dccc36cffd6f5c54d""}","{""$oid"": ""f97a4ffc1d1292ba982f23ac""}",3972.44,EUR,expense,Diğer,Komisyon,"{""$date"": ""2025-12-15T03:53:08.014000Z""}"
"{""$oid"": ""2449051a14db7b0094c8642d""}","{""$oid"": ""54ea48d9d90b4f8133c7949b""}","{""$oid"": ""a52a8f0a545c9205c3aeeabb""}",4046.22,EUR,expense,Eğlence,Sinema,"{""$date"": ""2025-12-14T17:52:08.014000Z""}"
"{""$oid"": ""d1ddec8f73f06a489f040ee0""}","{""$oid"": ""a7efa29b85f3b13bea969d4c""}","{""$oid"": ""2c6728d21c688c5e86e6df69""}",318.18,USD,expense,Alışveriş,Decathlon,"{""$date"": ""2025-10-30T00:11:08.014000Z""}"
"{""$oid"": ""a59f93682eb51d4bb2cde9b6""}","{""$oid"": ""5e2eb3b69878b03354f82960""}","{""$oid"": ""eca85f36bdaaeae581243121""}",1352.08,USD,expense,Ulaşım,Yakıt,"{""$date"": ""2025-12-07T02:14:08.014000Z""}"
"{""$oid"": ""3e6acd38fb3e28c60fb5b67e""}","{""$oid"": ""1ba7ae457b29aae842ff0ca7""}","{""$oid"": ""3aa60a83b255e43568be9aa2""}",1428.57,EUR,expense,Ulaşım,Yakıt,"{""$date"": ""2025-12-02T08:48:08.014000Z""}"
"{""$oid"": ""e408d7e5c42b51721bd43bf7""}","{""$oid"": ""da5eda6713c5e4d262a1f240""}","{""$oid"": ""cd357a8f818b44a629aea69e""}",1279.19,EUR,income,Maaş,Prim,"{""$date"": ""2025-12-09T04:45:08.014000Z""}"
"{""$oid"": ""4559b0540bd09ed1e2679548""}","{""$oid"": ""2f0705e7601f548b8be20a8d""}","{""$oid"": ""6f46a85cf56040a17da1eb9b""}",359.16,TRY,expense,Transfer,Para transferi,"{""$date"": ""2025-11-01T16:15:08.014000Z""}"
"{""$oid"": ""da3afef6f3844747e4ae2c97""}","{""$oid"": ""734e428e161f43097fa019c7""}","{""$oid"": ""3ae77887dce441fddfc5048c""}",4767.94,EUR,expense,Yemek,Kahve,"{""$date"": ""2025-11-27T06:49:08.014000Z""}"
"{""$oid"": ""a670cbec9fe509087c4cdebb""}","{""$oid"": ""64c72857f4de03894ccd35d8""}","{""$oid"": ""4576fa6e23e50eee6a226a15""}",465.93,USD,income,Transfer,Para transferi,"{""$date"": ""2025-11-23T19:18:08.014000Z""}"
"{""$oid"": ""94a8e8dd0d2ee2bdc17629fc""}","{""$oid"": ""609da1ba84a515913704ef94""}","{""$oid"": ""4bec759e88bed28d8cf7ec74""}",4802.33,USD,expense,Ulaşım,Metro,"{""$date"": ""2025-11-10T19:04:08.014000Z""}"
"{""$oid"": ""faf4019a65b7459f16d00686""}","{""$oid"": ""aae8373fd84d674569391012""}","{""$oid"": ""247e66c2df73a32aa60042cb""}",1638.01,USD,expense,Sağlık,Muayene,"{""$date"": ""2025-12-07T23:23:08.014000Z""}"
"{""$oid"": ""71fcd1a9fefadb529d77539e""}","{""$oid"": ""d23a67d9e45f27d643b300e8""}","{""$oid"": ""f3c7cc6712d9d50dece0b1dc""}",2054.46,USD,expense,Eğlence,Spotify,"{""$date"": ""2025-11-13T10:29:08.014000Z""}"
"{""$oid"": ""11bc2665826de605d96c4f4a""}","{""$oid"": ""4ef1d93732e689dd2d4d7d2a""}","{""$oid"": ""b0c2a763734d550dd36d6cbc""}",331.31,USD,expense,Transfer,Para transferi,"{""$date"": ""2025-12-24T15:47:08.014000Z""}"
"{""$oid"": ""1046a8f11b57198e86ab446a""}","{""$oid"": ""dc3e1a273d06405810658675""}","{""$oid"": ""01079f1b344b3593f2c90d04""}",762.16,TRY,expense,Faturalar,Telefon faturası,"{""$date"": ""2025-11-02T06:47:08.014000Z""}"
"{""$oid"": ""69f27c96a9ee60a1070ad259""}","{""$oid"": ""23e22c1c5268b686437d1eac""}","{""$oid"": ""048b16a4d6557c8709b0ada9""}",2796.45,TRY,expense,Alışveriş,LC Waikiki,"{""$date"": ""2025-11-30T23:08:08.014000Z""}"
"{""$oid"": ""aa15fcd6a4b9c7ef193ef428""}","{""$oid"": ""9583da1641a7cd34e80740f7""}","{""$oid"": ""bf4483472e6b95438c427884""}",4144.51,EUR,expense,Yemek,Fast food,"{""$date"": ""2025-11-30T07:32:08.014000Z""}"
"{""$oid"": ""b600d919ae3f1f364a9878d4""}","{""$oid"": ""ec42c3b2f1af27aeacaf87c6""}","{""$oid"": ""49690055a8d409d55e91ffef""}",568.89,USD,income,Transfer,Para transferi,"{""$date"": ""2025-11-12T20:46:08.014000Z""}"
"{""$oid"": ""a3f4cc3248eecf8c054c3e5e""}","{""$oid"": ""1ba7ae457b29aae842ff0ca7""}","{""$oid"": ""3aa60a83b255e43568be9aa2""}",2012.11,EUR,expense,Ulaşım,Uber,"{""$date"": ""2025-10-30T04:22:08.014000Z""}"
"{""$oid"": ""e835462c9d6bf7af391180f4""}","{""$oid"": ""b62b6d1621aed81b5ef9b711""}","{""$oid"": ""23f0d15187ce1e03cf07b19c""}",4480.05,USD,expense,Market,Getir Market,"{""$date"": ""2025-11-13T09:26:08.014000Z""}"
"{""$oid"": ""bed7daccb868baf2d17befa5""}","{""$oid"": ""3453b2417e10989f8bf2e06a""}","{""$oid"": ""991a2c2b98811e258760f92e""}",944.36,USD,expense,Ulaşım,Otobüs,"{""$date"": ""2025-12-25T07:10:08.014000Z""}"
"{""$oid"": ""f21953b481522f39a0b93fba""}","{""$oid"": ""d7d2508b23f665625f9bd0a2""}","{""$oid"": ""11e2e49485027e3d4bb77170""}",2385.15,USD,expense,Alışveriş,LC Waikiki,"{""$date"": ""2025-11-28T07:40:08.014000Z""}"
"{""$oid"": ""53cb858ed7921669bf20cb04""}","{""$oid"": ""59b6845fcfa5e66245da249f""}","{""$oid"": ""7defc538a46b29357fe5317b""}",4866.06,EUR,expense,Eğlence,Netflix,"{""$date"": ""2025-12-05T17:49:08.014000Z""}"
"{""$oid"": ""1c00a5930531cebb12941c57""}","{""$oid"": ""030e6e0b656e969bc0906be5""}","{""$oid"": ""5bacb729ffc252db2d746b8a""}",3735.17,TRY,income,Transfer,Para transferi,"{""$date"": ""2025-12-08T21:56:08.014000Z""}"
"{""$oid"": ""d2073d22a98d7365f47115d7""}","{""$oid"": ""43670daa84b7a245b483b48d""}","{""$oid"": ""b1fcf608ada0b53dc2f064f1""}",4363.85,USD,expense,Market,Şok,"{""$date"": ""2025-10-29T21:49:08.014000Z""}"
"{""$oid"": ""7cea86723879217550352863""}","{""$oid"": ""49670e4b12181330fecaea5a""}","{""$oid"": ""32bcc4617cb81d47b6a72514""}",1335.8,USD,expense,Ulaşım,Uber,"{""$date"": ""2025-12-16T02:39:08.014000Z""}"
"{""$oid"": ""5665ed8c6ef9690b4e72ba71""}","{""$oid"": ""63d03b567622646cff46aa01""}","{""$oid"": ""32d43b50922957baa8eedb35""}",41.64,EUR,expense,Sağlık,Özel sağlık sigortası,"{""$date"": ""2025-11-26T02:20:08.014000Z""}"
"{""$oid"": ""84d9ccde4ae872b4b53be959""}","{""$oid"": ""e109ae0a347a175d154ac989""}","{""$oid"": ""2b21334792fd491cb57fa49b""}",4042.62,USD,expense,Yemek,Paket servis,"{""$date"": ""2025-12-07T07:24:08.014000Z""}"
"{""$oid"": ""74711f257a9d338eeb8c43c9""}","{""$oid"": ""06eb6c35cd67adbd55693116""}","{""$oid"": ""56340605d209737c6f67d99f""}",4674.35,TRY,expense,Sağlık,Diş,"{""$date"": ""2025-12-12T18:28:08.014000Z""}"
"{""$oid"": ""5227346f220128b50958fb9d""}","{""$oid"": ""045228d11d74c6f92bebd85a""}","{""$oid"": ""b998b6013d649ac51a202a1f""}",2866.59,USD,expense,Eğlence,Netflix,"{""$date"": ""2025-11-21T02:22:08.014000Z""}"
"{""$oid"": ""9423307cdd223862f0e58121""}","{""$oid"": ""ca20c013fb6501d44ed50aac""}","{""$oid"": ""ecbcaccbf8b85433afde5928""}",1463.44,EUR,expense,Sağlık,Vitamin/İlaç,"{""$date"": ""2025-12-16T10:44:08.014000Z""}"
"{""$oid"": ""ede9a130f9b49e5e20b0f29b""}","{""$oid"": ""54ea48d9d90b4f8133c7949b""}","{""$oid"": ""a52a8f0a545c9205c3aeeabb""}",4230.27,EUR,expense,Ulaşım,Uçak bileti,"{""$date"": ""2025-12-16T04:40:08.014000Z""}"
"{""$oid"": ""28267b15ef0107a4b8a0e3b3""}","{""$oid"": ""18dc9e80d4f7459c743922db""}","{""$oid"": ""bbfb1daddb0719cdcafc3a81""}",4065.72,TRY,expense,Eğlence,Oyun,"{""$date"": ""2025-11-30T23:45:08.014000Z""}"
"{""$oid"": ""0ac8685ae17b8d16fe33c50d""}","{""$oid"": ""93bf7d00845b9ef9b0a47629""}","{""$oid"": ""ee523c7772c9f1d6a5e0950c""}",1295.91,USD,expense,Ulaşım,Taksi,"{""$date"": ""2025-11-30T19:59:08.014000Z""}"
"{""$oid"": ""5602eec7a3f559ebd5d58a65""}","{""$oid"": ""0fa511f42597f85163bc83ac""}","{""$oid"": ""edb9b9ce42ac01f1139bb2a2""}",2321.17,EUR,expense,Alışveriş,Trendyol,"{""$date"": ""2025-10-27T02:46:08.014000Z""}"
"{""$oid"": ""535fe86bc6934ae6ab27fdc1""}","{""$oid"": ""1634b873b666ccf9ec4b00d0""}","{""$oid"": ""5058b8dd7fe394a41c5364b0""}",3342.8,TRY,income,Maaş,Prim,"{""$date"": ""2025-10-28T21:22:08.014000Z""}"
"{""$oid"": ""71d5878020e8dbcd6140af81""}","{""$oid"": ""63d03b567622646cff46aa01""}","{""$oid"": ""32d43b50922957baa8eedb35""}",109.41,EUR,expense,Diğer,Diğer harcama,"{""$date"": ""2025-11-15T08:07:08.014000Z""}"
"{""$oid"": ""ca474608f2a3f06a8a37139b""}","{""$oid"": ""4107eb402f6ec92253540a81""}","{""$oid"": ""b67d882419d7714fd84dbaba""}",1097.12,TRY,expense,Market,Macrocenter,"{""$date"": ""2025-12-20T08:20:08.014000Z""}"
"{""$oid"": ""e3e8cef9595d980897cdf978""}","{""$oid"": ""6201c4fb8d057f1799edda4b""}","{""$oid"": ""7a268b123b10740e2468ebbc""}",4921.06,USD,expense,Ulaşım,Otobüs,"{""$date"": ""2025-11-25T05:11:08.014000Z""}"
"{""$oid"": ""328c4caf709a6ee3d1bff92e""}","{""$oid"": ""06eb6c35cd67adbd55693116""}","{""$oid"": ""56340605d209737c6f67d99f""}",104.43,TRY,expense,Ulaşım,Uçak bileti,"{""$date"": ""2025-11-01T03:19:08.014000Z""}"
"{""$oid"": ""cac26c318384d8b7674220a8""}","{""$oid"": ""ef7e33fba410b2048dcfd06d""}","{""$oid"": ""3c08d26d421dac8dd48f9c64""}",839.21,USD,expense,Market,CarrefourSA,"{""$date"": ""2025-12-20T15:58:08.014000Z""}"
"{""$oid"": ""198dcfd1b3034fcf306ec2ee""}","{""$oid"": ""565d70edfb389535c545b073""}","{""$oid"": ""90533974bd6b6bb2666de51c""}",393.71,EUR,expense,Eğlence,Sinema,"{""$date"": ""2025-11-01T06:23:08.014000Z""}"
"{""$oid"": ""d340b3854e4d50a9a62e4632""}","{""$oid"": ""dfd05de1212b9b197a954d73""}","{""$oid"": ""c6c5cefe98fb6f56b7fd3075""}",2878.14,EUR,expense,Faturalar,Telefon faturası,"{""$date"": ""2025-11-20T13:48:08.014000Z""}"
"{""$oid"": ""c47aa4973429d8cb92b35bb2""}","{""$oid"": ""296800a985307393cda2cf93""}","{""$oid"": ""13bed24b807e33c00edcad13""}",1968.62,EUR,expense,Transfer,Para transferi,"{""$date"": ""2025-12-14T01:16:08.014000Z""}"
"{""$oid"": ""13bfdc5d9393920949e7bb7b""}","{""$oid"": ""1d96f9d3f3901f8caa088168""}","{""$oid"": ""51a73e1722da889b67ee0940""}",44.39,USD,expense,Alışveriş,Teknosa,"{""$date"": ""2025-11-16T22:31:08.014000Z""}"
"{""$oid"": ""4f1e8d04877f492153d112f3""}","{""$oid"": ""dad139f5f7de5046526a7b75""}","{""$oid"": ""981a36ff7347ee8aaf7d4e2c""}",2058.56,EUR,expense,Faturalar,Aidat,"{""$date"": ""2025-11-10T07:29:08.014000Z""}"
"{""$oid"": ""9bbb8154c69e99db2d5b3569""}","{""$oid"": ""80d9a608496cab154b22286d""}","{""$oid"": ""add899130b89a31650c91afb""}",1756.94,TRY,expense,Sağlık,Vitamin/İlaç,"{""$date"": ""2025-11-22T18:55:08.014000Z""}"
"{""$oid"": ""7a147585dd0dcfc8558b9a80""}","{""$oid"": ""7eae0c70172c2315c2005dff""}","{""$oid"": ""77ded2e0ab5b7ce3788cd3eb""}",4941.09,TRY,expense,Ulaşım,Otobüs,"{""$date"": ""2025-12-14T13:04:08.014000Z""}"
"{""$oid"": ""61421f78cec2b8c4471f6df7""}","{""$oid"": ""54ea48d9d90b4f8133c7949b""}","{""$oid"": ""a52a8f0a545c9205c3aeeabb""}",2246.0,EUR,income,Transfer,Para transferi,"{""$date"": ""2025-12-03T15:08:08.014000Z""}"
"{""$oid"": ""3ec3191f5c8983dcaa8be5cc""}","{""$oid"": ""300cf83dccc36cffd6f5c54d""}","{""$oid"": ""f97a4ffc1d1292ba982f23ac""}",3563.37,EUR,expense,Ulaşım,Uçak bileti,"{""$date"": ""2025-12-22T20:00:08.014000Z""}"
"{""$oid"": ""f1539bf66f76fbe56e798615""}","{""$oid"": ""0653acfb0d2ee097b0936d74""}","{""$oid"": ""bde17535b470197ac99c5719""}",2344.86,EUR,income,Transfer,Para transferi,"{""$date"": ""2025-11-09T22:34:08.014000Z""}"
"{""$oid"": ""0c050330d61b982a6d069ef4""}","{""$oid"": ""a7efa29b85f3b13bea969d4c""}","{""$oid"": ""2c6728d21c688c5e86e6df69""}",2576.09,USD,expense,Eğlence,Tiyatro,"{""$date"": ""2025-11-29T19:44:08.014000Z""}"
"{""$oid"": ""0a273edf2d5dfbc8041fbba0""}","{""$oid"": ""0d15054f3b4af699b1c0603c""}","{""$oid"": ""41e77f2e65068f8ac002c320""}",4133.36,TRY,expense,Yemek,GetirYemek,"{""$date"": ""2025-11-07T08:48:08.014000Z""}"
"{""$oid"": ""2840c3571426b051fd08792a""}","{""$oid"": ""909c8724416f6d9384d2eedd""}","{""$oid"": ""29adb730d2496882268464d1""}",2031.8,TRY,expense,Yemek,Yemeksepeti,"{""$date"": ""2025-12-10T17:29:08.014000Z""}"
"{""$oid"": ""95ea003fc8e397d20ea3ced6""}","{""$oid"": ""87f1f5f040df74ed242c47c6""}","{""$oid"": ""ee39865f1ff126ae34d68bf2""}",833.29,TRY,expense,Faturalar,Su faturası,"{""$date"": ""2025-11-18T09:32:08.014000Z""}"
"{""$oid"": ""ab5d7ee66085c9b331a35edc""}","{""$oid"": ""3e1e1fa13b5adfb3a41bce2a""}","{""$oid"": ""2a8cc0066c0f8fb5a8b011ab""}",2095.2,EUR,expense,Yemek,Market yemeği,"{""$date"": ""2025-11-29T11:34:08.014000Z""}"
"{""$oid"": ""15b9e8f8d7f39f30b3a3a564""}","{""$oid"": ""4e615750e88a7055219dc83a""}","{""$oid"": ""b0e9a445b29162480688b015""}",4161.37,USD,income,Maaş,Prim,"{""$date"": ""2025-11-17T07:43:08.014000Z""}"
